PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,quality
2.0140706718534087,2.0653810335399196,0.12235889280532056,-0.9513261696444836,-1.415869844173625,-0.45671615159276513,1.8553436807276547,-0.16457050663831185,6
-0.7288265660523577,-0.02940023719650972,1.1793578606498258,-1.0031671845820664,0.20211338169095058,0.5643238913655099,-0.3996976742123481,0.6441892136737793,6
-0.4329093671233175,1.1307893907660242,-0.48271748128626324,-0.09342944122301394,0.1742342968458546,0.4901102360589292,-0.2536169853459085,0.7343516179072439,6
1.6279914251209948,0.6303450470289222,-0.09778424847036199,-0.4623242163514307,-0.7289692729400535,0.47621500971917086,-0.20876874682397012,0.28654933549214767,6
1.6279914251209948,0.6303450470289222,-0.09778424847036199,-0.4623242163514307,-0.7289692729400535,0.47621500971917086,-0.20876874682397012,0.28654933549214767,6
-0.4329093671233175,1.1307893907660242,-0.48271748128626324,-0.09342944122301394,0.1742342968458546,0.4901102360589292,-0.2536169853459085,0.7343516179072439,6
0.19252331828632374,0.02577851678964893,1.5700231140135308,-0.5445790665562821,-0.9713409274088213,-0.7660046402048609,-0.12972481916531214,0.2819473092225423,6
2.0140706718534087,2.0653810335399196,0.12235889280532056,-0.9513261696444836,-1.415869844173625,-0.45671615159276513,1.8553436807276547,-0.16457050663831185,6
-0.7288265660523577,-0.02940023719650972,1.1793578606498258,-1.0031671845820664,0.20211338169095058,0.5643238913655099,-0.3996976742123481,0.6441892136737793,6
-0.526888574055679,0.6223082176920718,-1.2638451757029376,-0.03587928040625965,0.5426152458513797,0.5314705327860088,-0.7966984746801986,0.4443860828464167,6
-2.296690008322337,1.1652565683239593,-1.260509583889908,0.29672032928758973,0.8768136331880138,-0.9056129410725743,-0.5211615626131864,-0.8608730644463216,5
-0.8293595071493092,1.7859552303216257,-1.027198636525904,-0.4674898530233159,0.7398420326593297,-0.46711377516544417,-0.5052202741521892,0.9488521717295959,5
-1.5918058548815417,0.6315326824502854,-0.9410299433426838,-1.0787044565342463,1.2208874758323693,-0.8135843003101239,-0.9496281341086779,0.10034008400148625,5
